runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T155006Z_RN5s7p,a9a,5,0.001,0.001,256,1,4096,1,1,512,0.7796385259536462,0.7796385259536462
0827T143151Z_hkuM08,a9a,1,0.001,0.05,4,2,4096,1,1,512,0.5411640641412072,0.4937735620396353
0827T154859Z_tymGsM,a9a,5,0.001,0.001,1,64,4096,1,1,512,0.777914316671372,0.777914316671372
0827T154451Z_4r6Mjk,a9a,5,0.001,1.0,8,128,4096,1,1,512,0.5653160864859544,0.5653160864859544
0827T154037Z_NhKQdj,a9a,5,0.001,10.0,1,64,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T154848Z_P8Gghm,a9a,5,0.001,0.1,1,8,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T153414Z_G9qZs5,a9a,1,0.001,0.02,4,1,4096,1,1,512,0.5864730996652552,0.4551840096000752
0827T145330Z_ZSreVC,a9a,2,0.001,0.01,8,4,4096,1,1,512,0.3447157897793478,0.3401238963119688
0827T151634Z_CBfah7,a9a,2,0.001,0.02,2,4,4096,1,1,512,0.4114712687215773,0.4046038598140811
0827T154212Z_7ZHhwP,a9a,5,0.001,10.0,2,256,4096,1,1,512,6.048174521871954,1.1451013886529824
0827T155447Z_HmvK6u,a9a,5,0.001,0.01,2048,32,4096,1,1,512,0.4624970167853252,0.4624970167853252
0827T154912Z_I0bkfg,a9a,5,0.001,5.0,1,128,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154216Z_ZGLPSI,a9a,5,0.001,0.001,4,8,4096,1,1,512,0.7794739942692225,0.7794739942692225
0827T151635Z_J73bW4,a9a,2,0.001,0.02,4,1,4096,1,1,512,0.4439487918343668,0.4122963209769146
0827T154838Z_tIUkaR,a9a,5,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154224Z_zXNSlp,a9a,5,0.001,0.002,4,32,4096,1,1,512,0.6983795542947088,0.6983795542947088
0827T154205Z_sg6r2T,a9a,5,0.001,5.0,2,256,4096,1,1,512,4.050728635850461,1.1451013886529824
0827T160937Z_rd3MMX,a9a,0,0.001,0.01,2048,256,4096,1,1,512,0.4627080053867984,0.4627080053867984
0827T154057Z_oc7s1B,a9a,5,0.001,0.005,2,8,4096,1,1,512,0.5558028866280682,0.5558028866280682
0827T143205Z_BcoKtp,a9a,2,0.001,0.01,8,2,4096,1,1,512,0.346588316331046,0.346588316331046
0827T162313Z_xy1nWZ,a9a,2,0.001,0.02,8,128,4096,1,1,512,0.3600603964440113,0.3600603964440113
0827T154845Z_gvCmrC,a9a,5,0.001,0.002,1,8,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T153300Z_HcGJR5,a9a,5,0.001,0.01,8,2,4096,1,1,512,0.4608291832561589,0.4608291832561589
0827T153920Z_XEInlK,a9a,5,0.001,0.002,1,4,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T160018Z_B0SpZj,a9a,0,0.001,0.1,1,256,4096,1,1,512,0.4043773921493431,0.3693385436755494
0827T154128Z_wD3TyN,a9a,5,0.001,0.1,2,128,4096,1,1,512,0.3570817235303878,0.3570817235303878
0827T153356Z_BBnJSm,a9a,0,0.001,0.05,8,2,4096,1,1,512,0.359745871139357,0.359745871139357
0827T154028Z_Tit2Ww,a9a,5,0.001,5.0,1,4,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T160757Z_CHwkeP,a9a,0,0.001,5.0,2048,64,4096,1,1,512,2.2246161475004698,1.1451013886529906
0827T143137Z_OAYXw1,a9a,1,0.001,0.02,2,4,4096,1,1,512,0.6197232718649583,0.497316508951896
0827T161340Z_fdqdwk,a9a,1,0.001,0.01,256,256,4096,1,1,512,0.3798322895606447,0.3798322895606447
0827T154046Z_cj8ENK,a9a,5,0.001,0.001,2,256,4096,1,1,512,0.7779578698403101,0.7779578698403101
0827T154908Z_7b5OO0,a9a,5,0.001,0.02,1,128,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T143134Z_9p8NYy,a9a,1,0.001,0.02,1,2,4096,1,1,512,1.9611381423155376,1.0917267710533416
0827T154138Z_UpJmfx,a9a,5,0.001,0.5,2,2,4096,1,1,512,0.5330488514081287,0.4146841400926355
0827T154438Z_1jA5ty,a9a,5,0.001,0.2,8,256,4096,1,1,512,0.3450001114764648,0.3450001114764648
0827T153255Z_neXDjq,a9a,5,0.001,0.01,2,2,4096,1,1,512,0.4561689907762198,0.4561689907762198
0827T154355Z_MLKuW3,a9a,5,0.001,0.002,8,128,4096,1,1,512,0.6984860200324262,0.6984860200324262
0827T160152Z_MFuZRy,a9a,0,0.001,0.2,256,32,4096,1,1,512,0.3398075894026115,0.3398075894026115
0827T145216Z_F7dh5B,a9a,0,0.001,0.01,4,1,4096,1,1,512,0.459409812264179,0.459409812264179
0827T153343Z_BnKIb5,a9a,0,0.001,0.02,4,4,4096,1,1,512,0.3969408606801195,0.3969408606801195
0827T155002Z_P1zBJs,a9a,5,0.001,0.1,8,256,4096,1,1,512,0.3473741312407172,0.3473741312407172
0827T154852Z_CgErNF,a9a,5,0.001,0.002,1,32,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T151638Z_47zNFX,a9a,2,0.001,0.02,8,1,4096,1,1,512,0.3720566687890589,0.3581282209749247
0827T145331Z_Kk400I,a9a,2,0.001,0.02,1,1,4096,1,1,512,1.3395585133646997,0.8850963495615092
0827T155001Z_u5PaY3,a9a,5,0.001,0.02,8,256,4096,1,1,512,0.3974648157745444,0.3974648157745444
0827T161140Z_cJCf1D,a9a,1,0.001,0.01,1,128,4096,1,1,512,0.3918668854697615,0.3918668854697615
0827T145341Z_Cx4Dla,a9a,2,0.001,0.02,8,2,4096,1,1,512,0.3531386905757871,0.3493534041937401
0827T160035Z_6nwuo5,a9a,0,0.001,0.2,8,8,4096,1,1,512,0.3413388791185646,0.3413388791185646
0827T154934Z_oHmQRV,a9a,5,0.001,1.0,8,8,4096,1,1,512,0.4556995366673189,0.4556995366673189
0827T162255Z_sa7XjN,a9a,2,0.001,0.01,8,8,4096,1,1,512,0.3412167768038734,0.3412167768038734
0827T153404Z_gjwTJX,a9a,1,0.001,0.01,4,2,4096,1,1,512,0.4137861157774584,0.3925115073265753
0827T155456Z_Wh28oU,a9a,5,0.001,0.02,2048,32,4096,1,1,512,0.3981117302653787,0.3981117302653787
0827T153938Z_xxkrWk,a9a,5,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154421Z_uH6deo,a9a,5,0.001,0.05,8,8,4096,1,1,512,0.3597491022067743,0.3597491022067743
0827T143121Z_1tj8ee,a9a,1,0.001,0.01,1,1,4096,1,1,512,2.2355597348256606,1.1451013886529824
0827T154930Z_YM2P3d,a9a,5,0.001,0.002,8,8,4096,1,1,512,0.6984636258858262,0.6984636258858262
0827T160149Z_10dJiJ,a9a,0,0.001,0.02,256,32,4096,1,1,512,0.3983999279445478,0.3983999279445478
0827T161052Z_fv2phy,a9a,1,0.001,1.0,1,8,4096,1,1,512,6.083742685306316,1.1451013886529824
0827T153412Z_Tnnhfr,a9a,1,0.001,0.02,2,2,4096,1,1,512,0.7280122769279445,0.5909593043160792
0827T154348Z_nGBTWI,a9a,5,0.001,0.001,8,64,4096,1,1,512,0.7787106883639441,0.7787106883639441
0827T145259Z_OgN2Pp,a9a,1,0.001,0.02,2,1,4096,1,1,512,1.1240893154731817,0.721369007355909
0827T161508Z_e34IKP,a9a,1,0.001,0.2,2048,1,4096,1,1,512,0.3339178345754807,0.3338666508940821
0827T154324Z_zBIssx,a9a,5,0.001,2.0,4,4,4096,1,1,512,0.8403188882745185,0.7956781628840506
0827T154810Z_gYOV18,a9a,5,0.001,0.1,1,1,4096,1,1,512,0.4043773921493431,0.4012890621305859
0827T162607Z_QY4Ugt,a9a,2,0.001,0.2,2048,1,4096,1,1,512,0.3337769671612463,0.3335699755235871
0827T143117Z_mB5W0E,a9a,0,0.001,0.05,4,4,4096,1,1,512,0.3621734968126928,0.3621734968126928
0827T143131Z_MSxDEQ,a9a,1,0.001,0.01,8,2,4096,1,1,512,0.3595489610451365,0.350796830004062
0827T153928Z_QjZOmU,a9a,5,0.001,0.005,1,8,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T151622Z_cssdJA,a9a,2,0.001,0.01,2,4,4096,1,1,512,0.4053424472519553,0.4029968916610528
0827T160205Z_UIy5Cj,a9a,0,0.001,0.02,256,64,4096,1,1,512,0.3984913266420065,0.3984913266420065
0827T153333Z_ke8rcl,a9a,0,0.001,0.01,4,4,4096,1,1,512,0.4594347503366622,0.4594347503366622
0827T151548Z_ZyBJe5,a9a,1,0.001,0.01,2,4,4096,1,1,512,0.4246420943712056,0.4246420943712056
0827T162933Z_pGVJot,a9a,2,0.001,0.01,2048,64,4096,1,1,512,0.3722995567938577,0.3722995567938577
0827T154435Z_B1Srv9,a9a,5,0.001,0.2,8,8,4096,1,1,512,0.3418589945678735,0.3418589945678735
0827T160522Z_zhxtLj,a9a,0,0.001,5.0,2048,8,4096,1,1,512,1.2605758082773966,1.1451013886529906
0827T145308Z_Ayaii8,a9a,1,0.001,0.02,8,4,4096,1,1,512,0.3557920763745393,0.3495696012316863
0827T154915Z_a7gSBB,a9a,5,0.001,0.02,1,256,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T162249Z_YQPbwq,a9a,2,0.001,0.01,8,1,4096,1,1,512,0.361164265261862,0.3552259502235276
0827T160006Z_8YORB6,a9a,0,0.001,5.0,1,64,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T143058Z_eyWpeD,a9a,0,0.001,0.01,8,2,4096,1,1,512,0.4608382367400421,0.4608382367400421
0827T153434Z_8SgU9l,a9a,2,0.001,0.01,1,4,4096,1,1,512,0.5638318912609009,0.5060302851813607
0827T153443Z_YsmFiO,a9a,2,0.001,0.02,1,1,4096,1,1,512,1.3395585133646997,0.8850963495615092
0827T154402Z_xCm0Nj,a9a,5,0.001,0.005,8,128,4096,1,1,512,0.5606085780123553,0.5606085780123553
0827T162243Z_95Vihv,a9a,2,0.001,0.01,1,256,4096,1,1,512,0.404888342856822,0.4026020524350018
0827T143059Z_9Cq3qP,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T155046Z_BmvXhR,a9a,5,0.001,0.02,256,32,4096,1,1,512,0.3984316069433584,0.3984316069433584
0827T142214Z_4WZ78j,a9a,0,0.001,0.01,8,4,4096,1,1,512,0.460837244285581,0.460837244285581
0827T143127Z_5L2mqT,a9a,1,0.001,0.01,4,1,4096,1,1,512,0.4859547353086813,0.4331330025837414
0827T143128Z_SBglnE,a9a,1,0.001,0.01,4,2,4096,1,1,512,0.4137861157774584,0.3925115073265753
0827T145211Z_YrQ25w,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154338Z_kEyehQ,a9a,5,0.001,10.0,4,4,4096,1,1,512,3.965826436189871,1.1451013886529824
0827T154324Z_P0v6nz,a9a,5,0.001,2.0,4,2,4096,1,1,512,0.7804792620034233,0.6459835211380129
0827T154406Z_KE75Aw,a9a,5,0.001,0.01,8,4,4096,1,1,512,0.4608250411440486,0.4608250411440486
0827T143115Z_38keRV,a9a,0,0.001,0.05,4,1,4096,1,1,512,0.3620032181322516,0.3620032181322516
0827T145215Z_7sLubu,a9a,0,0.001,0.01,2,4,4096,1,1,512,0.4561928072952071,0.4561928072952071
0827T153922Z_SwT4ml,a9a,5,0.001,0.002,1,32,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T154213Z_RvIL5x,a9a,5,0.001,0.001,4,1,4096,1,1,512,0.7794741577371292,0.7794741577371292
0827T145238Z_cqfdkB,a9a,0,0.001,0.05,4,1,4096,1,1,512,0.3620032181322516,0.3620032181322516
0827T154935Z_KPyxPu,a9a,5,0.001,2.0,8,8,4096,1,1,512,0.7398445758660013,0.7398445758660013
0827T160210Z_hA5wIP,a9a,0,0.001,1.0,256,64,4096,1,1,512,0.4969750342038634,0.4790667140537133
0827T160016Z_LyRSqJ,a9a,0,0.001,0.01,1,256,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T160315Z_jqp1yQ,a9a,0,0.001,0.02,2048,1,4096,1,1,512,0.3979894441580363,0.3979894441580363
0827T162437Z_Fio0uS,a9a,2,0.001,0.002,256,256,4096,1,1,512,0.5062040474632659,0.5062040474632659
0827T162338Z_zjdYlU,a9a,2,0.001,0.001,256,8,4096,1,1,512,0.4506366838599663,0.4506366838599663
0827T162340Z_Hs3rwb,a9a,2,0.001,0.002,256,8,4096,1,1,512,0.378640705481471,0.378640705481471
0827T154843Z_wpmMzz,a9a,5,0.001,5.0,1,1,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T151645Z_rqxsjm,a9a,2,0.001,0.05,2,4,4096,1,1,512,0.4713911764177503,0.4473475932823361
0827T154446Z_wcMdBP,a9a,5,0.001,1.0,8,1,4096,1,1,512,0.4146701035481534,0.3809876588546317
0827T161149Z_uPNTtm,a9a,1,0.001,0.001,8,1,4096,1,1,512,0.3448219719231452,0.3399694851434073
0827T153935Z_67GcAa,a9a,5,0.001,0.01,1,32,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154312Z_J5tCJa,a9a,5,0.001,0.5,4,32,4096,1,1,512,0.4296588880381473,0.4296588880381473
0827T153944Z_7HemQP,a9a,5,0.001,0.02,1,128,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T145303Z_pRsSdY,a9a,1,0.001,0.02,4,1,4096,1,1,512,0.5864730996652552,0.4551840096000752
0827T154109Z_cVV8MM,a9a,5,0.001,0.02,2,2,4096,1,1,512,0.3955243958933911,0.3955243958933911
0827T153448Z_SK1C7n,a9a,2,0.001,0.02,2,4,4096,1,1,512,0.4114712687215773,0.4046038598140811
0827T151639Z_zZVVyy,a9a,2,0.001,0.02,8,2,4096,1,1,512,0.3531386905757871,0.3493534041937401
0827T153436Z_Xe8dHK,a9a,2,0.001,0.01,2,4,4096,1,1,512,0.4053424472519553,0.4029968916610528
0827T155958Z_nprGKq,a9a,0,0.001,5.0,1,32,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T153958Z_eoFsD1,a9a,5,0.001,0.1,1,128,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T154056Z_DxwaIl,a9a,5,0.001,0.005,2,4,4096,1,1,512,0.5558399467052861,0.5558399467052861
0827T160232Z_KTEwai,a9a,0,0.001,0.002,256,256,4096,1,1,512,0.6999327767196271,0.6999327767196271
0827T154157Z_uQadfy,a9a,5,0.001,2.0,2,128,4096,1,1,512,1.568475155824638,1.1451013886529824
0827T154144Z_v8bNY1,a9a,5,0.001,1.0,2,1,4096,1,1,512,0.6785761943268509,0.5134590278311464
0827T161231Z_F4xU7p,a9a,1,0.001,0.02,256,1,4096,1,1,512,0.3348566847407819,0.334366481371643
0827T155126Z_v4pBsX,a9a,5,0.001,2.0,256,128,4096,1,1,512,1.0119151427887056,0.9465895257708274
0827T151651Z_ObTCMJ,a9a,2,0.001,0.05,8,4,4096,1,1,512,0.3494045359107414,0.3483211317260394
0827T155731Z_AAEume,a9a,5,0.001,0.02,2048,128,4096,1,1,512,0.3982538228087312,0.3982538228087312
0827T142211Z_Vny3s1,a9a,0,0.001,0.01,4,4,4096,1,1,512,0.4594347503366622,0.4594347503366622
0827T143212Z_krrpnm,a9a,2,0.001,0.02,4,1,4096,1,1,512,0.4439487918343668,0.4122963209769146
0827T154959Z_3SP9Cd,a9a,5,0.001,0.001,8,256,4096,1,1,512,0.7787180007331981,0.7787180007331981
0827T154440Z_jda1Ck,a9a,5,0.001,0.5,8,2,4096,1,1,512,0.3613109043408388,0.3577224465008459
0827T155115Z_v6L3Y7,a9a,5,0.001,0.002,256,128,4096,1,1,512,0.6999290046313067,0.6999290046313067
0827T161212Z_ZPl5Mo,a9a,1,0.001,0.001,8,128,4096,1,1,512,0.4565407565865612,0.4565407565865612
0827T154858Z_5Jk9oH,a9a,5,0.001,5.0,1,32,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154130Z_QQhHdr,a9a,5,0.001,0.2,2,1,4096,1,1,512,0.362630317259674,0.362630317259674
0827T143111Z_ABL7Bm,a9a,0,0.001,0.05,1,2,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T161905Z_gSNC31,a9a,1,0.001,0.1,2048,64,4096,1,1,512,0.3341303920775648,0.3340206494960003
0827T161042Z_3LyiJe,a9a,1,0.001,0.1,1,1,4096,1,1,512,7.606256692234528,1.1451013886529824
0827T162355Z_JLEciJ,a9a,2,0.001,0.002,256,32,4096,1,1,512,0.4495031222421979,0.4432078595403624
0827T143218Z_loUtn1,a9a,2,0.001,0.05,1,1,4096,1,1,512,1.573990081755252,1.1451013886529824
0827T151536Z_FHINvW,a9a,0,0.001,0.05,2,2,4096,1,1,512,0.363732335594421,0.363732335594421
0827T155327Z_toE373,a9a,5,0.001,0.01,2048,8,4096,1,1,512,0.462437543806018,0.462437543806018
0827T153253Z_7YrWd1,a9a,5,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T162352Z_oM0sDd,a9a,2,0.001,0.001,256,32,4096,1,1,512,0.4589552513498306,0.4589552513498306
0827T154122Z_dPbsqr,a9a,5,0.001,0.05,2,256,4096,1,1,512,0.3640497518089742,0.3640497518089742
0827T162622Z_y9UH5J,a9a,2,0.001,0.001,2048,8,4096,1,1,512,0.4522798497791552,0.4522798497791552
0827T155937Z_HrEORF,a9a,0,0.001,0.001,1,1,4096,1,1,512,0.777914316671372,0.777914316671372
0827T153258Z_mbbPSy,a9a,5,0.001,0.01,4,4,4096,1,1,512,0.4594562206744942,0.4594562206744942
0827T161039Z_Spi350,a9a,1,0.001,0.002,1,1,4096,1,1,512,0.6811684606657364,0.6051872765893689
0827T151630Z_BJOfXH,a9a,2,0.001,0.02,1,2,4096,1,1,512,1.027504625345856,0.6667746695397841
0827T154120Z_cSTlu4,a9a,5,0.001,0.05,2,64,4096,1,1,512,0.3640177535667689,0.3640177535667689
0827T151554Z_I36AGk,a9a,1,0.001,0.01,8,4,4096,1,1,512,0.3597133404664349,0.3489361970135305
0827T151510Z_qiDcbs,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T155950Z_yQY4ce,a9a,0,0.001,2.0,1,8,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154337Z_zXbZ5R,a9a,5,0.001,10.0,4,2,4096,1,1,512,3.897970567968421,1.1451013886529824
0827T162311Z_lhxAA2,a9a,2,0.001,0.002,8,128,4096,1,1,512,0.4516724970845167,0.4516724970845167
0827T161206Z_7rKgCP,a9a,1,0.001,0.001,8,64,4096,1,1,512,0.4516562034853613,0.4468568320938259
0827T151513Z_KjJ8Wt,a9a,0,0.001,0.01,2,1,4096,1,1,512,0.4561726461717078,0.4561726461717078
0827T154306Z_baSJga,a9a,5,0.001,0.2,4,64,4096,1,1,512,0.3657860595065216,0.3657860595065216
0827T154511Z_sCt2Jq,a9a,5,0.001,10.0,8,32,4096,1,1,512,5.658426417014891,1.1451013886529824
0827T154252Z_dOrGUV,a9a,5,0.001,0.05,4,32,4096,1,1,512,0.3626657497995172,0.3626657497995172
0827T160144Z_PDb6dV,a9a,0,0.001,0.001,256,32,4096,1,1,512,0.7796377088448778,0.7796377088448778
0827T161132Z_JJGolA,a9a,1,0.001,0.1,1,32,4096,1,1,512,0.6105606627310618,0.5276668213106033
0827T154237Z_rJFdnJ,a9a,5,0.001,0.01,4,4,4096,1,1,512,0.4594562206744942,0.4594562206744942
0827T161045Z_FdnXBV,a9a,1,0.001,5.0,1,1,4096,1,1,512,22.934985755634237,1.1451013886529824
0827T153502Z_fxokAi,a9a,2,0.001,0.05,4,4,4096,1,1,512,0.4007175514195694,0.3829303093388227
0827T154312Z_B5krIX,a9a,5,0.001,0.5,4,8,4096,1,1,512,0.39624147399776,0.39624147399776
0827T160133Z_HbqhG1,a9a,0,0.001,0.02,256,8,4096,1,1,512,0.398318196470678,0.398318196470678
0827T145234Z_fYclF8,a9a,0,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T160142Z_SueGAE,a9a,0,0.001,5.0,256,8,4096,1,1,512,1.3080349004400549,1.145101388652984
0827T153341Z_wQU0KN,a9a,0,0.001,0.02,4,1,4096,1,1,512,0.3968806690073462,0.3968806690073462
0827T163054Z_g9Mr2e,a9a,2,0.001,0.01,2048,128,4096,1,1,512,0.4006870692810003,0.4006870692810003
0827T151515Z_7Tzfg1,a9a,0,0.001,0.01,2,4,4096,1,1,512,0.4561928072952071,0.4561928072952071
0827T145350Z_ADM9Bs,a9a,2,0.001,0.05,4,4,4096,1,1,512,0.4007175514195694,0.3829303093388227
0827T155132Z_pkqLwL,a9a,5,0.001,0.01,256,256,4096,1,1,512,0.4629075958851386,0.4629075958851386
0827T163108Z_Qhl0L6,a9a,2,0.001,0.02,2048,128,4096,1,1,512,0.3583744619457433,0.3583744619457433
0827T161136Z_ZMaMop,a9a,1,0.001,0.02,1,64,4096,1,1,512,0.3910339604973084,0.39038524651779
0827T160005Z_HMdG5E,a9a,0,0.001,2.0,1,64,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T163014Z_j7ij9t,a9a,2,0.001,0.2,2048,64,4096,1,1,512,0.3368604551032776,0.3360644428212022
0827T154210Z_C1YwGo,a9a,5,0.001,10.0,2,32,4096,1,1,512,14.258798082176712,1.1451013886529824
0827T160159Z_zynBwc,a9a,0,0.001,0.001,256,64,4096,1,1,512,0.7796391947830826,0.7796391947830826
0827T143132Z_tYz3tf,a9a,1,0.001,0.01,8,4,4096,1,1,512,0.3597133404664349,0.3489361970135305
0827T145324Z_B1EgEx,a9a,2,0.001,0.01,2,2,4096,1,1,512,0.4376400568866705,0.4214778167962671
0827T154351Z_SZQaPw,a9a,5,0.001,0.002,8,2,4096,1,1,512,0.6984699660776562,0.6984699660776562
0827T154201Z_YdSw9P,a9a,5,0.001,5.0,2,4,4096,1,1,512,4.108024087469847,1.1451013886529824
0827T162535Z_Tb1tUj,a9a,2,0.001,0.02,2048,1,4096,1,1,512,0.3334389044096992,0.3334389044096992
0827T151530Z_vpegwu,a9a,0,0.001,0.02,8,2,4096,1,1,512,0.3972127081229584,0.3972127081229584
0827T160122Z_JpuXde,a9a,0,0.001,1.0,256,1,4096,1,1,512,0.3341231244452,0.3341231244452
0827T153934Z_jZ44my,a9a,5,0.001,0.01,1,8,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T143126Z_7n8iFO,a9a,1,0.001,0.01,2,4,4096,1,1,512,0.4246420943712056,0.4246420943712056
0827T161214Z_7atz3o,a9a,1,0.001,0.02,8,128,4096,1,1,512,0.3443772464489879,0.3443772464489879
0827T145333Z_IRb0YR,a9a,2,0.001,0.02,1,4,4096,1,1,512,0.6774644941811762,0.556845847974357
0827T145335Z_8hmcj1,a9a,2,0.001,0.02,2,2,4096,1,1,512,0.4585649601278861,0.4585649601278861
0827T155036Z_MuzzHf,a9a,5,0.001,1.0,256,8,4096,1,1,512,0.4305403418195956,0.4305403418195956
0827T155606Z_1YQDwm,a9a,5,0.001,0.01,2048,64,4096,1,1,512,0.4625598067163826,0.4625598067163826
0827T145212Z_nYsEGp,a9a,0,0.001,0.01,1,2,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154309Z_uz5r5t,a9a,5,0.001,0.5,4,1,4096,1,1,512,0.3759688937600733,0.3759688937600733
0827T145254Z_e8TXSj,a9a,1,0.001,0.01,8,2,4096,1,1,512,0.3595489610451365,0.350796830004062
0827T154041Z_rDPpY1,a9a,5,0.001,0.001,2,2,4096,1,1,512,0.7779621362168435,0.7779621362168435
0827T153440Z_2L21em,a9a,2,0.001,0.01,8,1,4096,1,1,512,0.361164265261862,0.3552259502235276
0827T161142Z_tsKHfd,a9a,1,0.001,0.1,1,128,4096,1,1,512,0.457763642871784,0.4110688055696369
0827T143103Z_bGdFgN,a9a,0,0.001,0.02,2,2,4096,1,1,512,0.3956024560291887,0.3956024560291887
0827T153301Z_2j1I2e,a9a,5,0.001,0.01,8,4,4096,1,1,512,0.4608250411440486,0.4608250411440486
0827T160335Z_kGOxq2,a9a,0,0.001,0.2,2048,1,4096,1,1,512,0.337628824730361,0.337628824730361
0827T154232Z_uLq0lD,a9a,5,0.001,0.005,4,64,4096,1,1,512,0.5597185245845554,0.5597185245845554
0827T154042Z_FDXahB,a9a,5,0.001,0.001,2,4,4096,1,1,512,0.7779624591955507,0.7779624591955507
0827T154025Z_otrZ5P,a9a,5,0.001,2.0,1,128,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T161048Z_TKT75I,a9a,1,0.001,0.01,1,8,4096,1,1,512,0.5553426227708986,0.5290443866069204
0827T154424Z_MeCykd,a9a,5,0.001,0.05,8,256,4096,1,1,512,0.3600442654357902,0.3600442654357902
0827T154950Z_qWbd5G,a9a,5,0.001,2.0,8,64,4096,1,1,512,1.0582612098347697,1.029420766484671
0827T154006Z_YagGhI,a9a,5,0.001,0.5,1,1,4096,1,1,512,0.5804601497153012,0.5401189587482034
0827T154442Z_SiH0r8,a9a,5,0.001,0.5,8,8,4096,1,1,512,0.3605948719570175,0.3605948719570175
0827T161200Z_nDBHGK,a9a,1,0.001,0.2,8,8,4096,1,1,512,0.3963864503431108,0.3790796156337826
0827T161452Z_3poC6b,a9a,1,0.001,0.1,2048,1,4096,1,1,512,0.3338862701510518,0.3336918398688944
0827T145311Z_ZgYBw6,a9a,1,0.001,0.05,1,4,4096,1,1,512,1.9930578217103367,1.0494253799537798
0827T153323Z_EVgUOv,a9a,5,0.001,0.05,8,1,4096,1,1,512,0.3597350037061657,0.3597350037061657
0827T154110Z_ZdIlXq,a9a,5,0.001,0.02,2,4,4096,1,1,512,0.3955462742097428,0.3955462742097428
0827T143109Z_HllTf4,a9a,0,0.001,0.02,8,4,4096,1,1,512,0.3971881476207419,0.3971881476207419
0827T161140Z_rTglhs,a9a,1,0.001,0.002,1,128,4096,1,1,512,0.4400071421174797,0.4304861751716676
0827T154953Z_WB0hD6,a9a,5,0.001,0.01,8,128,4096,1,1,512,0.4610450009886762,0.4610450009886762
0827T154931Z_N3VRvG,a9a,5,0.001,0.01,8,8,4096,1,1,512,0.4608402980606807,0.4608402980606807
0827T154426Z_JVLLEQ,a9a,5,0.001,0.1,8,2,4096,1,1,512,0.3465922367438168,0.3465922367438168
0827T160012Z_UnUeZk,a9a,0,0.001,1.0,1,128,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154017Z_Y6J107,a9a,5,0.001,1.0,1,32,4096,1,1,512,1.0677920576892523,1.0677920576892523
0827T161851Z_cvAOYg,a9a,1,0.001,0.02,2048,64,4096,1,1,512,0.3362143287164608,0.3362143287164608
0827T154233Z_MB7cV4,a9a,5,0.001,0.005,4,128,4096,1,1,512,0.5597321027680072,0.5597321027680072
0827T154231Z_WDA6qv,a9a,5,0.001,0.005,4,8,4096,1,1,512,0.5597014989013535,0.5597014989013535
0827T161322Z_L6qpJQ,a9a,1,0.001,0.001,256,128,4096,1,1,512,0.4589629139575686,0.4589629139575686
0827T162406Z_QrwImK,a9a,2,0.001,0.001,256,64,4096,1,1,512,0.4744364950060662,0.4744364950060662
0827T155012Z_7R570O,a9a,5,0.001,0.02,256,1,4096,1,1,512,0.3982820729034124,0.3982820729034124
0827T153329Z_B2p7zo,a9a,0,0.001,0.01,2,2,4096,1,1,512,0.4561949210029508,0.4561949210029508
0827T153923Z_vpFOje,a9a,5,0.001,0.002,1,128,4096,1,1,512,0.6967947698880742,0.6967947698880742
