runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T154031Z_pBuKNj,a9a,5,0.001,5.0,1,64,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T162235Z_eXWDxC,a9a,2,0.001,0.1,1,64,4096,1,1,512,0.4400280918451684,0.4031015095203608
0827T154154Z_XIzB4h,a9a,5,0.001,2.0,2,4,4096,1,1,512,1.1499515694361442,1.1344881553503037
0827T151649Z_O3OqQm,a9a,2,0.001,0.05,8,1,4096,1,1,512,0.3882548584379719,0.3834431195192078
0827T162220Z_BC4kmQ,a9a,2,0.001,0.2,1,1,4096,1,1,512,7.834679528925465,1.1451013886529824
0827T153303Z_FnlkMC,a9a,5,0.001,0.02,1,2,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T143146Z_zEXFQF,a9a,1,0.001,0.05,1,4,4096,1,1,512,1.9930578217103367,1.0494253799537798
0827T153341Z_M7ClZN,a9a,0,0.001,0.02,2,4,4096,1,1,512,0.3955662350727181,0.3955662350727181
0827T162234Z_Zs8zi0,a9a,2,0.001,0.02,1,64,4096,1,1,512,0.3855843070575157,0.3855843070575157
0827T153918Z_Gb1HIj,a9a,5,0.001,0.002,1,1,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T143100Z_1bu534,a9a,0,0.001,0.02,1,2,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154404Z_63NJGU,a9a,5,0.001,0.01,8,1,4096,1,1,512,0.460829845707923,0.460829845707923
0827T151616Z_3AzjUp,a9a,1,0.001,0.05,8,2,4096,1,1,512,0.4009439366824736,0.3938341757861069
0827T163229Z_FP5TFn,a9a,2,0.001,0.02,2048,256,4096,1,1,512,0.3717826203839353,0.3717826203839353
0827T143052Z_W4qqjT,a9a,0,0.001,0.01,2,1,4096,1,1,512,0.4561726461717078,0.4561726461717078
0827T153957Z_l4vxuM,a9a,5,0.001,0.1,1,32,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T154453Z_NTBUWP,a9a,5,0.001,2.0,8,1,4096,1,1,512,0.5402127098186928,0.4731135461674918
0827T162839Z_pn3SVt,a9a,2,0.001,0.1,2048,32,4096,1,1,512,0.3337708579447402,0.3337514747065714
0827T143049Z_DoB1Mc,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T155942Z_KvJHkD,a9a,0,0.001,1.0,1,1,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154433Z_yWE6wt,a9a,5,0.001,0.2,8,2,4096,1,1,512,0.3416228046123082,0.3416228046123082
0827T143223Z_644UhN,a9a,2,0.001,0.05,4,1,4096,1,1,512,0.5362490420312227,0.4315999585551038
0827T153500Z_62Vymu,a9a,2,0.001,0.05,4,1,4096,1,1,512,0.5362490420312227,0.4315999585551038
0827T154335Z_A1WtBf,a9a,5,0.001,5.0,4,128,4096,1,1,512,3.49368169252312,1.1451013886529824
0827T160050Z_A82JcW,a9a,0,0.001,0.2,8,64,4096,1,1,512,0.3430964189870992,0.3430964189870992
0827T155946Z_p2jGJ3,a9a,0,0.001,0.01,1,8,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154044Z_AoerlT,a9a,5,0.001,0.001,2,32,4096,1,1,512,0.7779562725282331,0.7779562725282331
0827T161933Z_ZR2qdi,a9a,1,0.001,0.001,2048,128,4096,1,1,512,0.458781194446615,0.458781194446615
0827T161350Z_xVdl4r,a9a,1,0.001,0.001,2048,1,4096,1,1,512,0.3335543154601854,0.3335543154601854
0827T143216Z_UGJbnl,a9a,2,0.001,0.02,8,2,4096,1,1,512,0.3531386905757871,0.3493534041937401
0827T155310Z_BAmZ8c,a9a,5,0.001,0.001,2048,8,4096,1,1,512,0.7796696947937101,0.7796696947937101
0827T154134Z_E7XeMT,a9a,5,0.001,0.2,2,32,4096,1,1,512,0.3653281321984118,0.3653281321984118
0827T154927Z_H3jOUf,a9a,5,0.001,2.0,8,1,4096,1,1,512,0.5402127098186928,0.4731135461674918
0827T145246Z_xOjvUl,a9a,1,0.001,0.01,2,1,4096,1,1,512,0.7330021210849818,0.6611249670000381
0827T151532Z_Ks0gWm,a9a,0,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T153915Z_KsbDRw,a9a,5,0.001,0.001,1,32,4096,1,1,512,0.777914316671372,0.777914316671372
0827T154052Z_IrbtpT,a9a,5,0.001,0.002,2,128,4096,1,1,512,0.6959744925310296,0.6959744925310296
0827T145241Z_g9CEBv,a9a,0,0.001,0.05,8,1,4096,1,1,512,0.3597711653599145,0.3597711653599145
0827T161241Z_DNY4lG,a9a,1,0.001,0.002,256,8,4096,1,1,512,0.3416522282767258,0.3416522282767258
0827T153950Z_Bnpt6z,a9a,5,0.001,0.05,1,32,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T160822Z_hetIH0,a9a,0,0.001,0.01,2048,128,4096,1,1,512,0.4626218978359637,0.4626218978359637
0827T154452Z_nXgg4X,a9a,5,0.001,1.0,8,256,4096,1,1,512,0.5911919663081753,0.5911919663081753
0827T143220Z_ltPPte,a9a,2,0.001,0.05,1,4,4096,1,1,512,0.8887255295686173,0.6613544282297186
0827T145222Z_bCuobw,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T160045Z_4crPJZ,a9a,0,0.001,2.0,8,32,4096,1,1,512,0.7933152577688608,0.7713191295227514
0827T155953Z_wgVzLX,a9a,0,0.001,0.002,1,32,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T154203Z_AsAS3D,a9a,5,0.001,5.0,2,64,4096,1,1,512,4.214842165712828,1.1451013886529824
0827T160237Z_bubdgc,a9a,0,0.001,0.1,256,256,4096,1,1,512,0.346745911747099,0.346745911747099
0827T154054Z_PjQuo7,a9a,5,0.001,0.005,2,1,4096,1,1,512,0.5558560495298787,0.5558560495298787
0827T153918Z_Av2s4E,a9a,5,0.001,0.001,1,256,4096,1,1,512,0.777914316671372,0.777914316671372
0827T151601Z_mJ7O5a,a9a,1,0.001,0.02,4,2,4096,1,1,512,0.4789741808070701,0.4260068641293354
0827T162636Z_CNBuP4,a9a,2,0.001,0.002,2048,8,4096,1,1,512,0.3784070549354772,0.3784070549354772
0827T160009Z_HVGIHY,a9a,0,0.001,0.02,1,128,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154906Z_88DMiX,a9a,5,0.001,0.001,1,128,4096,1,1,512,0.777914316671372,0.777914316671372
0827T153358Z_7XpvUg,a9a,1,0.001,0.01,1,2,4096,1,1,512,1.114637649147061,0.7480952853275085
0827T143226Z_K7IAfc,a9a,2,0.001,0.05,8,1,4096,1,1,512,0.3882548584379719,0.3834431195192078
0827T143143Z_YiOVA3,a9a,1,0.001,0.02,8,4,4096,1,1,512,0.3557920763745393,0.3495696012316863
